CustomerID,InvoiceNo,Country,total_factura,gasto_historico_GBP,total_facturas_cliente
14911,548449,EIRE,168.4,143825.06,201
14911,549721,EIRE,254.12,143825.06,201
14911,548858,EIRE,264.3,143825.06,201
14911,546861,EIRE,381.78,143825.06,201
14911,546917,EIRE,743.71,143825.06,201
14911,546580,EIRE,870.59,143825.06,201
14911,551657,EIRE,545.01,143825.06,201
14911,549242,EIRE,227.18,143825.06,201
14911,551950,EIRE,366.86,143825.06,201
14911,549118,EIRE,955.99,143825.06,201
14911,549667,EIRE,744.41,143825.06,201
14911,546541,EIRE,596.05,143825.06,201
14911,547702,EIRE,415.45,143825.06,201
14911,549196,EIRE,356.23,143825.06,201
14911,554139,EIRE,1007.75,143825.06,201
14911,556510,EIRE,821.32,143825.06,201
14911,556126,EIRE,338.0,143825.06,201
14911,554791,EIRE,5.8,143825.06,201
14911,557318,EIRE,303.3,143825.06,201
14911,557742,EIRE,526.16,143825.06,201
14911,554776,EIRE,5.8,143825.06,201
14911,553686,EIRE,1414.36,143825.06,201
14911,553897,EIRE,267.46,143825.06,201
14911,555947,EIRE,2233.28,143825.06,201
14911,553931,EIRE,380.32,143825.06,201
14911,555858,EIRE,254.31,143825.06,201
14911,552262,EIRE,862.53,143825.06,201
14911,557605,EIRE,147.4,143825.06,201
14911,553348,EIRE,754.81,143825.06,201
14911,557136,EIRE,626.13,143825.06,201
14911,556206,EIRE,646.27,143825.06,201
14911,553203,EIRE,603.78,143825.06,201
14911,554770,EIRE,482.44,143825.06,201
14911,553901,EIRE,936.34,143825.06,201
14911,556060,EIRE,1118.04,143825.06,201
14911,556953,EIRE,1012.86,143825.06,201
14911,553375,EIRE,1184.22,143825.06,201
14911,561257,EIRE,396.77,143825.06,201
14911,559010,EIRE,205.6,143825.06,201
14911,560300,EIRE,800.46,143825.06,201
14911,560916,EIRE,325.64,143825.06,201
14911,561471,EIRE,660.26,143825.06,201
14911,561631,EIRE,624.22,143825.06,201
14911,558613,EIRE,756.36,143825.06,201
14911,560451,EIRE,1527.0,143825.06,201
14911,562670,EIRE,829.96,143825.06,201
14911,562374,EIRE,4345.1,143825.06,201
14911,560922,EIRE,260.9,143825.06,201
14911,558640,EIRE,138.5,143825.06,201
14911,557880,EIRE,1.45,143825.06,201
14911,561798,EIRE,728.94,143825.06,201
14911,558114,EIRE,200.15,143825.06,201
14911,561645,EIRE,4345.1,143825.06,201
14911,561870,EIRE,1056.11,143825.06,201
14911,558113,EIRE,616.17,143825.06,201
14911,561472,EIRE,104.25,143825.06,201
14911,560894,EIRE,751.75,143825.06,201
14911,558431,EIRE,106.15,143825.06,201
14911,557872,EIRE,370.85,143825.06,201
14911,560036,EIRE,1147.1,143825.06,201
14911,560534,EIRE,390.98,143825.06,201
14911,565213,EIRE,2242.32,143825.06,201
14911,565214,EIRE,1638.24,143825.06,201
14911,567334,EIRE,648.48,143825.06,201
14911,567720,EIRE,434.1,143825.06,201
14911,567900,EIRE,10.5,143825.06,201
14911,566846,EIRE,325.16,143825.06,201
14911,564654,EIRE,640.14,143825.06,201
14911,563848,EIRE,989.49,143825.06,201
14911,565289,EIRE,749.13,143825.06,201
14911,567616,EIRE,381.22,143825.06,201
14911,567378,EIRE,948.47,143825.06,201
14911,562960,EIRE,438.4,143825.06,201
14911,567428,EIRE,849.92,143825.06,201
14911,562973,EIRE,1234.0,143825.06,201
14911,567899,EIRE,809.82,143825.06,201
14911,566625,EIRE,781.11,143825.06,201
14911,565851,EIRE,637.29,143825.06,201
14911,566776,EIRE,368.37,143825.06,201
14911,563169,EIRE,768.97,143825.06,201
14911,565800,EIRE,809.07,143825.06,201
14911,564565,EIRE,812.02,143825.06,201
14911,565857,EIRE,1464.58,143825.06,201
14911,564085,EIRE,50.0,143825.06,201
14911,563913,EIRE,458.9,143825.06,201
14911,563685,EIRE,131.85,143825.06,201
14911,563098,EIRE,1396.66,143825.06,201
14911,568706,EIRE,329.75,143825.06,201
14911,571409,EIRE,964.22,143825.06,201
14911,571425,EIRE,690.34,143825.06,201
14911,570706,EIRE,25.5,143825.06,201
14911,570703,EIRE,803.24,143825.06,201
14911,572069,EIRE,765.21,143825.06,201
14911,570657,EIRE,485.8,143825.06,201
14911,568654,EIRE,1297.85,143825.06,201
14911,568417,EIRE,776.3,143825.06,201
14911,568656,EIRE,141.62,143825.06,201
14911,568707,EIRE,50.4,143825.06,201
14911,571745,EIRE,1588.75,143825.06,201
14911,570016,EIRE,904.14,143825.06,201
14911,570674,EIRE,768.64,143825.06,201
14911,570388,EIRE,1209.88,143825.06,201
14911,569130,EIRE,116.3,143825.06,201
14911,570839,EIRE,749.67,143825.06,201
14911,571377,EIRE,292.0,143825.06,201
14911,571447,EIRE,118.44,143825.06,201
14911,571446,EIRE,1761.24,143825.06,201
14911,571937,EIRE,2856.14,143825.06,201
14911,568095,EIRE,2241.81,143825.06,201
14911,568310,EIRE,737.92,143825.06,201
14911,571559,EIRE,808.15,143825.06,201
14911,572127,EIRE,906.09,143825.06,201
14911,568221,EIRE,418.22,143825.06,201
14911,568698,EIRE,530.77,143825.06,201
14911,569028,EIRE,272.16,143825.06,201
14911,570651,EIRE,321.35,143825.06,201
14911,570485,EIRE,17.4,143825.06,201
14911,568048,EIRE,1261.09,143825.06,201
14911,569739,EIRE,421.3,143825.06,201
14911,570694,EIRE,214.3,143825.06,201
14911,573892,EIRE,834.38,143825.06,201
14911,573581,EIRE,596.91,143825.06,201
14911,575751,EIRE,1674.65,143825.06,201
14911,576141,EIRE,348.21,143825.06,201
14911,574874,EIRE,332.36,143825.06,201
14911,576595,EIRE,376.58,143825.06,201
14911,575486,EIRE,826.04,143825.06,201
14911,573748,EIRE,1212.67,143825.06,201
14911,575728,EIRE,1003.03,143825.06,201
14911,576603,EIRE,524.28,143825.06,201
14911,575933,EIRE,1285.44,143825.06,201
14911,574745,EIRE,220.64,143825.06,201
14911,576371,EIRE,405.07,143825.06,201
14911,573391,EIRE,501.66,143825.06,201
14911,575871,EIRE,461.32,143825.06,201
14911,572459,EIRE,646.02,143825.06,201
14911,574938,EIRE,206.9,143825.06,201
14911,576051,EIRE,2068.49,143825.06,201
14911,576596,EIRE,107.8,143825.06,201
14911,580127,EIRE,309.2,143825.06,201
14911,580528,EIRE,773.54,143825.06,201
14911,580555,EIRE,512.0,143825.06,201
14911,580557,EIRE,75.4,143825.06,201
14911,577607,EIRE,95.4,143825.06,201
14911,576899,EIRE,759.48,143825.06,201
14911,578331,EIRE,207.14,143825.06,201
14911,578792,EIRE,293.79,143825.06,201
14911,577850,EIRE,1136.96,143825.06,201
14911,577613,EIRE,805.2,143825.06,201
14911,579102,EIRE,805.6,143825.06,201
14911,577355,EIRE,785.56,143825.06,201
14911,578105,EIRE,177.33,143825.06,201
14911,577061,EIRE,842.94,143825.06,201
14911,579768,EIRE,482.96,143825.06,201
14911,579069,EIRE,1073.23,143825.06,201
14911,576880,EIRE,350.62,143825.06,201
14911,579910,EIRE,367.75,143825.06,201
14911,577479,EIRE,917.54,143825.06,201
14911,578054,EIRE,616.0,143825.06,201
14911,579539,EIRE,350.97,143825.06,201
14911,578093,EIRE,302.24,143825.06,201
14911,578994,EIRE,829.91,143825.06,201
14911,581003,EIRE,1273.15,143825.06,201
14911,581098,EIRE,1396.96,143825.06,201
14911,581006,EIRE,1186.78,143825.06,201
14911,581433,EIRE,1084.14,143825.06,201
12415,540267,Australia,7011.38,124914.53,21
12415,540557,Australia,81.6,124914.53,21
12415,545475,Australia,16726.84,124914.53,21
12415,543989,Australia,14022.92,124914.53,21
12415,548661,Australia,350.0,124914.53,21
12415,554037,Australia,766.36,124914.53,21
12415,556917,Australia,22775.93,124914.53,21
12415,556918,Australia,650.88,124914.53,21
12415,553546,Australia,11924.8,124914.53,21
12415,559920,Australia,61.2,124914.53,21
12415,560491,Australia,158.65,124914.53,21
12415,559919,Australia,2735.16,124914.53,21
12415,565145,Australia,2732.92,124914.53,21
12415,565146,Australia,208.8,124914.53,21
12415,563614,Australia,21880.44,124914.53,21
12415,569647,Australia,828.0,124914.53,21
12415,569650,Australia,15643.77,124914.53,21
12415,576394,Australia,4925.8,124914.53,21
12415,574014,Australia,624.24,124914.53,21
12415,576586,Australia,429.6,124914.53,21
12415,574138,Australia,375.24,124914.53,21
14156,541220,EIRE,16774.72,117379.63,55
14156,536890,EIRE,322.2,117379.63,55
14156,546263,EIRE,461.6,117379.63,55
14156,544074,EIRE,856.26,117379.63,55
14156,546212,EIRE,3500.5,117379.63,55
14156,546213,EIRE,1614.6,117379.63,55
14156,545320,EIRE,2541.15,117379.63,55
14156,546172,EIRE,585.32,117379.63,55
14156,543828,EIRE,2024.57,117379.63,55
14156,544075,EIRE,3506.24,117379.63,55
14156,544690,EIRE,1480.2,117379.63,55
14156,543114,EIRE,788.06,117379.63,55
14156,552038,EIRE,3869.18,117379.63,55
14156,550302,EIRE,446.74,117379.63,55
14156,546660,EIRE,1041.45,117379.63,55
14156,548718,EIRE,2183.82,117379.63,55
14156,550618,EIRE,367.62,117379.63,55
14156,553206,EIRE,1543.0,117379.63,55
14156,556927,EIRE,3876.86,117379.63,55
14156,556928,EIRE,606.72,117379.63,55
14156,555650,EIRE,958.12,117379.63,55
14156,557759,EIRE,493.04,117379.63,55
14156,562560,EIRE,1572.73,117379.63,55
14156,560445,EIRE,11134.34,117379.63,55
14156,558069,EIRE,69.6,117379.63,55
14156,558644,EIRE,679.1,117379.63,55
14156,560041,EIRE,654.97,117379.63,55
14156,560446,EIRE,532.32,117379.63,55
14156,561901,EIRE,13464.26,117379.63,55
14156,558067,EIRE,930.71,117379.63,55
14156,558417,EIRE,2822.74,117379.63,55
14156,565916,EIRE,504.35,117379.63,55
14156,563558,EIRE,1544.01,117379.63,55
14156,565474,EIRE,50.0,117379.63,55
14156,565476,EIRE,958.8,117379.63,55
14156,565412,EIRE,629.04,117379.63,55
14156,565475,EIRE,7480.06,117379.63,55
14156,565749,EIRE,228.84,117379.63,55
14156,563559,EIRE,34.68,117379.63,55
14156,565748,EIRE,4005.35,117379.63,55
14156,562935,EIRE,1253.05,117379.63,55
14156,563355,EIRE,467.42,117379.63,55
14156,571314,EIRE,894.64,117379.63,55
14156,571129,EIRE,406.84,117379.63,55
14156,571313,EIRE,728.24,117379.63,55
14156,571562,EIRE,704.02,117379.63,55
14156,572124,EIRE,773.94,117379.63,55
14156,569010,EIRE,5867.08,117379.63,55
14156,570700,EIRE,419.85,117379.63,55
14156,570253,EIRE,1974.0,117379.63,55
14156,576602,EIRE,832.58,117379.63,55
14156,575735,EIRE,370.8,117379.63,55
14156,574841,EIRE,397.43,117379.63,55
14156,576653,EIRE,4391.16,117379.63,55
14156,579553,EIRE,760.71,117379.63,55
17511,536390,United Kingdom,1825.74,91062.38,31
17511,540176,United Kingdom,3862.14,91062.38,31
17511,537457,United Kingdom,1644.94,91062.38,31
17511,538991,United Kingdom,3240.4,91062.38,31
17511,544667,United Kingdom,3336.76,91062.38,31
17511,542789,United Kingdom,4446.88,91062.38,31
17511,548190,United Kingdom,258.18,91062.38,31
17511,551851,United Kingdom,997.5,91062.38,31
17511,550779,United Kingdom,1466.14,91062.38,31
17511,551809,United Kingdom,3566.14,91062.38,31
17511,549835,United Kingdom,1444.66,91062.38,31
17511,549979,United Kingdom,31.0,91062.38,31
17511,546739,United Kingdom,3018.34,91062.38,31
17511,547832,United Kingdom,3962.06,91062.38,31
17511,556845,United Kingdom,4415.44,91062.38,31
17511,553540,United Kingdom,2649.52,91062.38,31
17511,559032,United Kingdom,2156.44,91062.38,31
17511,560729,United Kingdom,5433.57,91062.38,31
17511,562348,United Kingdom,5162.74,91062.38,31
17511,565836,United Kingdom,3200.28,91062.38,31
17511,563532,United Kingdom,3256.88,91062.38,31
17511,567610,United Kingdom,4463.08,91062.38,31
17511,568485,United Kingdom,566.56,91062.38,31
17511,569573,United Kingdom,3855.84,91062.38,31
17511,572773,United Kingdom,78.72,91062.38,31
17511,572772,United Kingdom,1820.89,91062.38,31
17511,575219,United Kingdom,7059.54,91062.38,31
17511,575220,United Kingdom,2506.0,91062.38,31
17511,580652,United Kingdom,2430.08,91062.38,31
17511,578125,United Kingdom,3956.68,91062.38,31
17511,581020,United Kingdom,4949.24,91062.38,31
16029,539101,United Kingdom,6930.0,81024.84,63
16029,539102,United Kingdom,1431.6,81024.84,63
16029,539666,United Kingdom,479.4,81024.84,63
16029,536387,United Kingdom,3193.92,81024.84,63
16029,536386,United Kingdom,508.2,81024.84,63
16029,541105,United Kingdom,660.0,81024.84,63
16029,540029,United Kingdom,90.0,81024.84,63
16029,536831,United Kingdom,569.4,81024.84,63
16029,544477,United Kingdom,567.84,81024.84,63
16029,541610,United Kingdom,429.15,81024.84,63
16029,543248,United Kingdom,791.52,81024.84,63
16029,543247,United Kingdom,585.0,81024.84,63
16029,541992,United Kingdom,431.76,81024.84,63
16029,543669,United Kingdom,2256.0,81024.84,63
16029,541611,United Kingdom,528.48,81024.84,63
16029,547726,United Kingdom,465.84,81024.84,63
16029,546733,United Kingdom,705.6,81024.84,63
16029,549594,United Kingdom,470.4,81024.84,63
16029,546734,United Kingdom,705.6,81024.84,63
16029,551697,United Kingdom,8142.75,81024.84,63
16029,547101,United Kingdom,585.0,81024.84,63
16029,551189,United Kingdom,870.0,81024.84,63
16029,547727,United Kingdom,878.16,81024.84,63
16029,547728,United Kingdom,146.88,81024.84,63
16029,554364,United Kingdom,264.0,81024.84,63
16029,552786,United Kingdom,1024.8,81024.84,63
16029,556397,United Kingdom,358.0,81024.84,63
16029,553468,United Kingdom,921.6,81024.84,63
16029,555585,United Kingdom,612.0,81024.84,63
16029,553469,United Kingdom,905.76,81024.84,63
16029,552789,United Kingdom,237.6,81024.84,63
16029,561646,United Kingdom,477.6,81024.84,63
16029,558192,United Kingdom,348.0,81024.84,63
16029,562461,United Kingdom,260.62,81024.84,63
16029,562462,United Kingdom,520.1,81024.84,63
16029,561644,United Kingdom,648.72,81024.84,63
16029,558193,United Kingdom,768.0,81024.84,63
16029,559098,United Kingdom,605.76,81024.84,63
16029,562459,United Kingdom,757.2,81024.84,63
16029,562458,United Kingdom,480.0,81024.84,63
16029,558362,United Kingdom,1353.2,81024.84,63
16029,558363,United Kingdom,530.4,81024.84,63
16029,559419,United Kingdom,438.0,81024.84,63
16029,565591,United Kingdom,177.6,81024.84,63
16029,565791,United Kingdom,189.6,81024.84,63
16029,565793,United Kingdom,177.6,81024.84,63
16029,565592,United Kingdom,480.0,81024.84,63
16029,565590,United Kingdom,324.5,81024.84,63
16029,563562,United Kingdom,697.6,81024.84,63
16029,564327,United Kingdom,1177.7,81024.84,63
16029,567455,United Kingdom,552.6,81024.84,63
16029,567456,United Kingdom,703.0,81024.84,63
16029,563563,United Kingdom,6578.08,81024.84,63
16029,565794,United Kingdom,567.6,81024.84,63
16029,570338,United Kingdom,358.0,81024.84,63
16029,570092,United Kingdom,1728.0,81024.84,63
16029,570094,United Kingdom,4186.08,81024.84,63
16029,570097,United Kingdom,7630.56,81024.84,63
16029,569649,United Kingdom,612.0,81024.84,63
16029,570557,United Kingdom,7810.56,81024.84,63
16029,570522,United Kingdom,2076.0,81024.84,63
16029,572878,United Kingdom,431.6,81024.84,63
16029,573774,United Kingdom,632.3,81024.84,63
12346,541431,United Kingdom,77183.6,77183.6,1
16684,539303,United Kingdom,436.86,66653.56,28
16684,539489,United Kingdom,311.7,66653.56,28
16684,539304,United Kingdom,302.4,66653.56,28
16684,539465,United Kingdom,2062.44,66653.56,28
16684,544185,United Kingdom,149.46,66653.56,28
16684,543099,United Kingdom,6549.12,66653.56,28
16684,546992,United Kingdom,4666.44,66653.56,28
16684,546994,United Kingdom,152.64,66653.56,28
16684,549928,United Kingdom,324.0,66653.56,28
16684,549927,United Kingdom,3694.36,66653.56,28
16684,553614,United Kingdom,427.8,66653.56,28
16684,553625,United Kingdom,822.6,66653.56,28
16684,553607,United Kingdom,5176.12,66653.56,28
16684,561053,United Kingdom,324.0,66653.56,28
16684,561809,United Kingdom,432.0,66653.56,28
16684,561052,United Kingdom,711.84,66653.56,28
16684,561051,United Kingdom,7138.12,66653.56,28
16684,561055,United Kingdom,201.6,66653.56,28
16684,571843,United Kingdom,449.28,66653.56,28
16684,569571,United Kingdom,2487.4,66653.56,28
16684,569572,United Kingdom,1800.0,66653.56,28
16684,571842,United Kingdom,684.2,66653.56,28
16684,569570,United Kingdom,13760.02,66653.56,28
16684,574324,United Kingdom,1494.0,66653.56,28
16684,574092,United Kingdom,5500.38,66653.56,28
16684,579191,United Kingdom,216.0,66653.56,28
16684,580665,United Kingdom,5401.98,66653.56,28
16684,579189,United Kingdom,976.8,66653.56,28
14096,564764,United Kingdom,21.84,65164.79,17
14096,566217,United Kingdom,119.62,65164.79,17
14096,567656,United Kingdom,4936.65,65164.79,17
14096,565383,United Kingdom,103.22,65164.79,17
14096,566566,United Kingdom,433.93,65164.79,17
14096,571441,United Kingdom,4050.61,65164.79,17
14096,570488,United Kingdom,3380.86,65164.79,17
14096,569246,United Kingdom,2900.99,65164.79,17
14096,568346,United Kingdom,3671.44,65164.79,17
14096,575607,United Kingdom,4358.0,65164.79,17
14096,576339,United Kingdom,8425.54,65164.79,17
14096,573576,United Kingdom,4941.71,65164.79,17
14096,572854,United Kingdom,367.74,65164.79,17
14096,572552,United Kingdom,3472.42,65164.79,17
14096,578270,United Kingdom,6936.52,65164.79,17
